annee_numero_de_tirage;jour_de_tirage;date_de_tirage;numéro_de_tirage_dans_le_cycle;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_Euro_Millions_en_france;nombre_de_gagnant_au_rang1_Euro_Millions_en_europe;rapport_du_rang1_Euro_Millions;nombre_de_gagnant_au_rang2_Euro_Millions_en_france;nombre_de_gagnant_au_rang2_Euro_Millions_en_europe;rapport_du_rang2_Euro_Millions;nombre_de_gagnant_au_rang3_Euro_Millions_en_france;nombre_de_gagnant_au_rang3_Euro_Millions_en_europe;rapport_du_rang3_Euro_Millions;nombre_de_gagnant_au_rang4_Euro_Millions_en_france;nombre_de_gagnant_au_rang4_Euro_Millions_en_europe;rapport_du_rang4_Euro_Millions;nombre_de_gagnant_au_rang5_Euro_Millions_en_france;nombre_de_gagnant_au_rang5_Euro_Millions_en_europe;rapport_du_rang5_Euro_Millions;nombre_de_gagnant_au_rang6_Euro_Millions_en_france;nombre_de_gagnant_au_rang6_Euro_Millions_en_europe;rapport_du_rang6_Euro_Millions;nombre_de_gagnant_au_rang7_Euro_Millions_en_france;nombre_de_gagnant_au_rang7_Euro_Millions_en_europe;rapport_du_rang7_Euro_Millions;nombre_de_gagnant_au_rang8_Euro_Millions_en_france;nombre_de_gagnant_au_rang8_Euro_Millions_en_europe;rapport_du_rang8_Euro_Millions;nombre_de_gagnant_au_rang9_Euro_Millions_en_france;nombre_de_gagnant_au_rang9_Euro_Millions_en_europe;rapport_du_rang9_Euro_Millions;nombre_de_gagnant_au_rang10_Euro_Millions_en_france;nombre_de_gagnant_au_rang10_Euro_Millions_en_europe;rapport_du_rang10_Euro_Millions;nombre_de_gagnant_au_rang11_Euro_Millions_en_france;nombre_de_gagnant_au_rang11_Euro_Millions_en_europe;rapport_du_rang11_Euro_Millions;nombre_de_gagnant_au_rang12_Euro_Millions_en_france;nombre_de_gagnant_au_rang12_Euro_Millions_en_europe;rapport_du_rang12_Euro_Millions;nombre_de_gagnant_au_rang13_Euro_Millions_en_france;nombre_de_gagnant_au_rang13_Euro_Millions_en_europe;rapport_du_rang13_Euro_Millions;nombre_de_gagnant_au_rang1_Etoile+;rapport_du_rang1_Etoile+;nombre_de_gagnant_au_rang2_Etoile+;rapport_du_rang2_Etoile+;nombre_de_gagnant_au_rang3_Etoile+;rapport_du_rang3_Etoile+;nombre_de_gagnant_au_rang4_Etoile+;rapport_du_rang4_Etoile+;nombre_de_gagnant_au_rang5_Etoile+;rapport_du_rang5_Etoile+;nombre_de_gagnant_au_rang6_Etoile+;rapport_du_rang6_Etoile+;nombre_de_gagnant_au_rang7_Etoile+;rapport_du_rang7_Etoile+;nombre_de_gagnant_au_rang8_Etoile+;rapport_du_rang8_Etoile+;nombre_de_gagnant_au_rang9_Etoile+;rapport_du_rang9_Etoile+;nombre_de_gagnant_au_rang10_Etoile+;rapport_du_rang10_Etoile+;numero_My_Million;numero_Tirage_Exceptionnel_Euro_Million;
23086;VENDREDI;27/10/2023;1;25/01/2024;29;48;33;49;35;8;3;-29-33-35-48-49-;-3-8-;0;1;17000000,00;0;2;322693,90;1;2;75418,80;5;25;1879,20;110;524;165,10;291;1391;65,70;205;1116;57,60;4795;23256;13,80;5161;24878;14,40;11004;53753;12,40;29068;139631;5,70;85036;405387;6,20;180060;850884;4,80;0;0;2;1302,90;52;27,30;137;10,40;2221;1,60;2566;3,70;13294;3,40;26125;8,00;40730;2,90;475913;2,10;MY 351 7471;;
23085;MARDI;24/10/2023;2;22/01/2024;18;16;8;31;34;6;9;-8-16-18-31-34-;-6-9-;0;1;26274769,00;0;1;484142,90;1;7;16164,50;10;41;859,60;141;608;106,70;331;1425;48,10;311;1235;39,00;4141;19526;12,30;5597;25009;10,70;12012;54674;9,10;22192;103331;5,80;79806;354127;5,30;171211;774426;3,90;0;0;5;385,00;68;15,70;154;6,80;1919;1,30;2593;2,70;10257;3,20;17165;9,00;36833;2,30;320028;2,40;GB 497 3419;;
23084;VENDREDI;20/10/2023;1;18/01/2024;20;40;28;2;45;5;1;-2-20-28-40-45-;-1-5-;0;0;0;0;0;0;2;7;114759,50;6;33;1436,30;136;613;142,40;343;1377;67,00;334;1379;47,00;5092;21173;15,30;6710;29067;12,40;15821;64755;10,40;28195;116541;7,00;105018;436996;5,80;237660;960647;4,30;0;0;1;2888,90;63;25,40;173;9,20;2338;1,70;3233;3,20;12834;3,90;22590;10,20;49709;2,60;469685;2,40;VU 044 6875;;
23083;MARDI;17/10/2023;5;15/01/2024;40;20;10;35;17;4;3;-10-17-20-35-40-;-3-4-;0;1;67318140,00;2;4;139123,90;4;12;10838,50;3;26;1558,10;149;724;103,00;326;1458;54,10;339;1523;36,30;3944;18681;14,80;7321;32752;9,40;14665;68098;8,40;20528;95136;7,30;96367;428190;5,10;192676;866503;4,00;1;1233,80;2;493,50;66;18,40;155;7,90;1850;1,60;3279;2,50;9448;4,00;15130;11,70;43909;2,20;380582;2,30;JX 489 7822;;
23082;VENDREDI;13/10/2023;4;11/01/2024;41;26;21;40;28;4;2;-21-26-28-40-41-;-2-4-;0;0;0;0;1;867786,70;3;12;16901,30;6;32;1974,10;222;748;155,50;505;1813;67,80;444;1621;53,30;8270;28571;15,10;10767;37127;12,90;22998;80354;11,10;47829;158565;6,80;175811;590399;5,80;375500;1274707;4,30;0;0;2;2403,20;114;23,40;250;10,40;3886;1,70;5250;3,30;22132;3,70;38753;9,90;83565;2,60;806745;2,30;KA 345 1524;;
23081;MARDI;10/10/2023;3;08/01/2024;18;33;20;22;43;3;9;-18-20-22-33-43-;-3-9-;0;0;0;0;1;515171,20;0;6;20067,30;7;37;1013,50;150;574;120,30;333;1564;46,60;262;1231;41,60;5169;23158;11,00;5773;25995;11,00;12772;55643;9,50;28075;122739;5,20;84520;381729;5,30;178217;788883;4,10;0;0;1;2109,40;61;19,20;155;7,40;2371;1,20;2628;2,90;13089;2,80;21547;7,80;39751;2,40;354369;2,30;JP 503 1005;;
23080;VENDREDI;06/10/2023;2;04/01/2024;31;43;21;29;34;2;9;-21-29-31-34-43-;-2-9-;0;0;0;0;1;687153,20;1;5;32119,80;9;39;1282,60;155;623;147,90;364;1607;60,60;313;1347;50,80;5752;24918;13,70;7196;30408;12,50;15384;66296;10,70;31964;136495;6,30;109181;465860;5,80;236705;1002138;4,30;0;0;6;504,20;75;21,50;160;10,40;2727;1,50;3457;3,20;14875;3,50;26176;9,30;52455;2,60;520209;2,30;QZ 466 3294;;
23079;MARDI;03/10/2023;1;01/01/2024;45;6;22;24;20;5;4;-6-20-22-24-45-;-4-5-;0;0;0;2;4;124708,10;1;8;14573,10;2;24;1513,00;113;509;131,40;282;1258;56,20;241;1067;46,50;3959;17205;14,40;6018;25810;10,70;12465;52762;9,70;20428;90431;6,90;88331;379813;5,10;182764;770818;4,10;0;0;2;1058,60;56;20,60;130;9,00;1838;1,50;2856;2,70;9697;3,70;14962;11,30;41866;2,20;343321;2,40;MV 249 2574;;
23078;VENDREDI;29/09/2023;4;28/12/2023;32;9;11;21;13;7;2;-9-11-13-21-32-;-2-7-;1;1;130000000,00;3;16;81127,90;1;25;12135,00;42;147;642,80;531;2294;75,80;1657;5675;32,40;1027;4422;29,20;20437;69584;9,20;24393;90926;7,90;46428;177627;7,50;92300;321029;5,00;306346;1144130;4,40;590325;2286033;3,60;2;1621,00;17;152,50;236;13,70;705;4,50;8824;,90;10676;2,00;40598;2,40;58302;8,00;136596;1,90;938343;2,40;TT 262 4377;;
23077;MARDI;26/09/2023;3;25/12/2023;14;6;23;2;19;5;7;-2-6-14-19-23-;-5-7-;0;0;0;2;6;87504,60;4;14;8764,80;24;75;509,60;274;1010;69,70;692;2645;28,10;518;1992;26,20;7867;31767;8,20;9600;38632;7,50;17664;72530;7,40;34460;146389;4,40;113319;480181;4,30;210806;918463;3,60;1;1158,80;7;132,40;136;8,40;309;3,60;3303;,80;4337;1,70;15164;2,30;21784;7,60;51691;1,80;345657;2,40;OB 498 5779;;
23076;VENDREDI;22/09/2023;2;21/12/2023;3;23;35;34;24;8;5;-3-23-24-34-35-;-5-8-;0;0;0;0;1;681329,00;1;5;31847,50;8;35;1417,10;113;643;142,00;391;2025;47,60;279;1346;50,40;7247;33739;10,00;6577;31719;11,90;14610;67383;10,40;40678;178760;4,70;111667;507911;5,20;248053;1067407;4,00;0;0;2;1451,10;57;28,20;161;9,90;3185;1,20;3162;3,30;17983;2,80;28983;8,00;52367;2,50;469595;2,40;FX 396 8800;;
23075;MARDI;19/09/2023;1;18/12/2023;10;31;41;15;42;2;5;-10-15-31-41-42-;-2-5-;0;0;0;1;1;473970,00;2;2;55387,30;2;22;1568,30;67;433;146,70;249;1158;58,00;164;883;53,40;3968;18272;12,90;4182;21182;12,40;8994;42564;11,50;22800;103564;5,70;75833;338329;5,50;148736;674676;4,40;0;0;1;1896,60;30;35,10;100;10,40;1782;1,40;1977;3,50;9976;3,20;17095;8,90;35294;2,40;321104;2,30;TL 095 8812;;
23074;VENDREDI;15/09/2023;4;14/12/2023;21;45;12;48;14;8;11;-12-14-21-45-48-;-8-11-;0;2;27475869,00;1;3;264520,20;1;8;23183,50;8;26;2221,80;147;728;146,10;319;1599;70,30;367;1650;47,90;4471;23985;16,40;7299;35296;12,40;18362;83822;9,70;24131;128333;7,70;110254;537055;5,80;274115;1272189;3,90;1;1624,40;3;433,10;67;23,20;173;9,30;2247;1,70;3368;3,20;11890;4,20;20123;11,60;52160;2,50;444605;2,60;SW 459 1895;;
23073;MARDI;12/09/2023;3;11/12/2023;14;5;42;36;40;11;2;-5-14-36-40-42-;-2-11-;0;0;0;1;2;258198,50;1;3;40230,10;5;21;1790,10;94;440;157,30;217;1025;71,40;179;999;51,40;3380;15637;16,40;4209;20855;13,70;9922;48569;10,90;18612;86644;7,40;67524;322572;6,30;159781;751416;4,30;0;0;1;2051,50;34;33,50;103;11,00;1681;1,60;2051;3,60;9213;3,80;15901;10,30;32674;2,80;322540;2,50;HF 956 4344;;
23072;VENDREDI;08/09/2023;2;07/12/2023;33;20;10;21;26;4;3;-10-20-21-26-33-;-3-4-;0;0;0;1;4;167780,70;2;5;31370,40;11;36;1357,10;174;779;115,50;375;1688;56,30;360;1548;43,10;5200;23538;14,20;9432;39063;9,50;18393;77154;8,90;26263;117661;7,10;132570;555775;4,70;260748;1102069;3,80;1;1562,70;3;416,70;68;22,90;167;9,30;2344;1,60;4220;2,40;11918;4,00;18573;12,10;60387;2,10;464471;2,40;SE 101 9319;;
23071;MARDI;05/09/2023;1;04/12/2023;41;48;7;1;24;10;12;-1-7-24-41-48-;-10-12-;0;0;0;0;3;162494,70;2;9;12659,20;4;21;1689,80;86;370;176,60;163;809;85,40;211;1057;45,90;2542;12234;19,80;3984;18242;14,80;12057;53554;9,40;13823;65178;9,30;60488;275963;6,90;186614;825123;3,70;0;0;3;660,50;48;22,40;75;14,60;1307;2,00;2044;3,50;7156;4,70;11782;13,40;30882;2,90;271695;2,90;IF 603 7505;;
23070;VENDREDI;01/09/2023;9;30/11/2023;35;43;37;5;4;5;6;-4-5-35-37-43-;-5-6-;1;1;109268140,00;2;2;470297,30;0;7;31404,60;4;34;2013,80;162;729;173,00;379;1724;77,30;346;1625;57,60;6711;29522;15,80;9262;39276;13,30;18964;80385;12,10;39496;167390;7,00;158392;640740;5,70;318837;1302539;4,50;1;2297,50;3;612,60;76;30,20;191;11,80;3139;1,80;4415;3,40;18296;3,90;29528;11,20;72927;2,50;715488;2,30;RZ 000 8026;;
23069;MARDI;29/08/2023;8;27/11/2023;21;40;23;32;49;11;8;-21-23-32-40-49-;-8-11-;0;0;0;1;1;636120,60;2;6;24778,60;7;37;1251,50;144;618;138,00;300;1349;66,80;299;1398;45,30;4505;19845;15,90;6369;28320;12,40;14859;65585;10,00;24367;104102;7,60;98029;422460;5,90;230361;965572;4,10;0;0;5;554,50;62;24,40;140;10,90;2097;1,80;2952;3,40;11456;4,10;19850;11,10;44981;2,70;438072;2,50;GM 852 9393;;
23068;VENDREDI;25/08/2023;7;23/11/2023;44;35;16;34;17;5;10;-16-17-34-35-44-;-5-10-;0;0;0;0;3;262115,90;2;6;30630,40;6;37;1547,10;157;756;139,40;411;1628;68,40;348;1635;47,90;5596;25593;15,30;7756;35610;12,20;17728;79034;10,20;32120;138950;7,00;120470;526240;5,80;278575;1197301;4,10;0;0;2;1102,90;86;21,30;196;9,30;2656;1,70;3616;3,30;15149;3,70;25904;10,20;55587;2,70;529845;2,50;WK 502 1672;;
23067;MARDI;22/08/2023;6;20/11/2023;23;9;40;2;32;6;7;-2-9-23-32-40-;-6-7-;0;0;0;0;7;82102,90;0;5;26864,30;8;35;1195,30;162;808;95,30;319;1472;55,30;303;1625;35,20;4613;20111;14,20;7447;31518;10,10;13792;64403;9,20;25720;109273;6,50;107178;447873;5,00;195747;885697;4,10;0;0;5;468,00;71;18,30;138;9,20;2076;1,50;3389;2,50;11937;3,30;19952;9,40;49192;2,10;430782;2,10;JT 636 1851;;
23066;VENDREDI;18/08/2023;5;16/11/2023;47;25;23;30;44;9;12;-23-25-30-44-47-;-9-12-;0;0;0;1;5;141503,90;0;4;41339,70;4;34;1514,80;108;644;147,30;213;1238;81,00;288;1459;48,30;3326;18387;19,10;5532;29658;13,20;14010;72652;10,00;17959;98111;9,00;86518;453505;6,10;225743;1138029;3,90;1;1402,90;2;561,10;61;22,20;102;13,60;1709;2,00;2661;3,50;8977;4,80;15143;13,30;41054;2,70;381205;2,60;HZ 033 3032;;
23065;MARDI;15/08/2023;4;13/11/2023;3;32;5;43;9;6;10;-3-5-9-32-43-;-6-10-;0;0;0;1;4;122572,40;0;2;57294,40;1;17;2099,50;91;448;146,70;225;1109;62,60;219;1137;42,90;3211;15560;15,60;4695;22553;12,00;11832;58173;8,70;16558;81329;7,50;71439;333639;5,70;174767;843678;3,60;0;0;0;0;41;68,00;111;8,90;1601;1,50;2209;2,90;7940;3,90;13336;10,70;33851;2,40;278089;2,50;AF 362 0161;;
23064;VENDREDI;11/08/2023;3;09/11/2023;10;13;34;4;6;3;5;-4-6-10-13-34-;-3-5-;0;0;0;1;3;219719,20;1;7;22007,90;19;59;813,20;256;887;99,60;580;2513;37,10;501;1871;35,00;7471;33401;9,80;9921;41304;8,80;20441;82076;8,30;35800;168411;4,90;125269;561320;4,60;253766;1104392;3,70;0;0;7;355,60;121;11,30;268;5,10;3221;1,00;4520;2,00;15665;2,70;22829;8,70;56177;2,00;403868;2,40;SR 455 8629;;
23063;MARDI;08/08/2023;2;06/11/2023;40;8;33;9;35;6;3;-8-9-33-35-40-;-3-6-;0;0;0;0;2;245845,50;0;2;57458,10;3;23;1556,20;89;440;149,80;231;1141;61,00;164;987;49,60;4352;19202;12,70;4079;21226;12,80;8822;45557;11,10;25797;109652;5,60;71646;349370;5,50;147153;728739;4,20;0;0;1;1883,70;49;21,30;106;9,70;2030;1,20;1942;3,50;12068;2,70;19855;7,60;33960;2,50;322078;2,30;ML 851 3453;;
23062;VENDREDI;04/08/2023;1;02/11/2023;15;31;48;20;44;1;3;-15-20-31-44-48-;-1-3-;0;0;0;1;4;159371,20;0;9;16554,50;8;28;1657,30;117;636;134,40;231;1303;69,30;228;1369;46,30;4165;19841;16,00;5593;27388;12,90;12004;61041;10,80;23821;112585;7,00;88883;418775;6,00;191614;921973;4,30;0;1357,80;3;362,00;52;26,10;97;13,70;1934;1,70;2633;3,40;10970;3,80;18775;10,40;41810;2,60;414545;2,30;UQ 314 6381;;
23061;MARDI;01/08/2023;6;30/10/2023;35;27;25;45;40;7;11;-25-27-35-40-45-;-7-11-;0;1;72144196,00;0;2;293061,60;0;3;45662,20;8;51;836,60;104;597;131,60;263;1279;64,90;247;1216;48,00;3764;18880;15,40;5044;25530;12,70;11204;58000;10,40;23143;109013;6,70;79512;380992;6,00;169674;824731;4,50;0;0;3;759,80;54;22,60;125;9,80;1767;1,70;2445;3,40;11051;3,50;19346;9,40;37277;2,70;398960;2,20;ID 607 7223;;
23060;VENDREDI;28/07/2023;5;26/10/2023;38;7;34;32;33;9;6;-7-32-33-34-38-;-6-9-;0;0;0;0;0;0;2;8;110849,10;5;25;2093,00;113;604;159,50;263;1588;64,10;245;1452;49,30;4976;26395;13,50;5611;30296;13,10;12260;66535;11,10;29963;150228;5,90;94594;483808;5,80;205087;1060382;4,30;0;0;2;1306,70;62;23,00;118;12,20;2233;1,60;2728;3,50;13366;3,30;23974;8,70;43733;2,70;440281;2,30;UP 999 1591;;
23059;MARDI;25/07/2023;4;23/10/2023;11;7;27;5;37;12;6;-5-7-11-27-37-;-6-12-;0;0;0;0;5;104441,70;2;15;8136,50;7;24;1583,90;164;682;102,60;331;1291;57,30;526;2353;22,10;3666;16128;16,10;6712;30007;9,60;21024;93361;5,70;17060;79211;8,20;82599;378064;5,40;235301;1066813;3,10;0;0;4;477,30;84;12,40;175;5,90;1840;1,40;3195;2,20;8364;3,90;13088;11,70;38253;2,20;269384;2,80;KO 197 6486;;
23058;VENDREDI;21/07/2023;3;19/10/2023;7;35;33;36;31;10;7;-7-31-33-35-36-;-7-10-;0;0;0;0;4;164674,30;0;4;38487,10;7;23;2084,80;90;593;148,90;270;1378;67,70;235;1297;50,50;4736;21089;15,50;5318;27088;13,50;11277;58941;11,50;28187;118614;6,90;93794;449586;5,70;189118;947756;4,40;0;0;3;823,30;38;35,10;132;10,20;2294;1,40;2536;3,50;13528;3,10;21588;9,20;43686;2,50;421083;2,30;PL 062 9336;;
23057;MARDI;18/07/2023;2;16/10/2023;34;35;12;4;45;9;1;-4-12-34-35-45-;-1-9-;0;0;0;1;2;243239,50;2;6;18949,60;4;26;1362,00;86;406;160,60;228;1059;65,10;189;1005;48,20;3497;15657;15,40;4063;19519;13,80;9903;46764;10,70;19447;87899;6,90;64128;303565;6,30;156179;723488;4,20;0;0;1;1860,40;49;20,60;101;10,10;1591;1,60;1911;3,50;8848;3,60;14970;9,90;29982;2,80;293873;2,50;HM 567 0342;;
23056;VENDREDI;14/07/2023;1;12/10/2023;5;29;48;8;35;5;6;-5-8-29-35-48-;-5-6-;0;0;0;0;2;309646,00;0;6;24123,10;4;28;1610,00;140;651;127,50;303;1413;62,10;284;1350;45,60;4398;21537;14,30;6454;30850;11,10;12441;60425;10,60;22136;113533;6,80;100813;470633;5,10;194073;919464;4,20;0;0;3;762,00;59;20,80;138;9,10;1958;1,60;2869;2,90;10093;3,90;15752;11,60;45332;2,20;387716;2,30;GZ 094 7622;;
23055;MARDI;11/07/2023;6;09/10/2023;48;28;2;11;42;4;9;-2-11-28-42-48-;-4-9-;0;2;36621161,00;0;3;195184,20;2;6;22808,80;7;43;991,30;117;568;138,20;338;1662;49,90;304;1298;44,90;5333;24767;11,70;6242;27258;11,90;14437;61942;9,70;28539;131874;5,50;92712;407310;5,60;211571;916501;4,00;0;0;5;455,40;50;25,30;161;7,70;2321;1,30;2885;2,90;12472;3,10;20663;8,80;41634;2,40;357770;2,50;WK 386 6791;;
23054;VENDREDI;07/07/2023;5;05/10/2023;2;12;19;11;38;8;4;-2-11-12-19-38-;-4-8-;0;0;0;0;1;731833,60;1;6;28506,90;16;50;1065,50;242;926;105,90;589;2466;42,00;513;2115;34,40;7661;33617;10,80;10402;42976;9,40;24046;95953;7,80;35380;165314;5,50;133944;586538;4,90;297076;1288917;3,60;0;0;5;542,00;101;14,90;228;6,50;3262;1,10;4568;2,10;15118;3,10;22279;9,70;59807;2,00;406226;2,60;FL 752 1530;;
23053;MARDI;04/07/2023;4;02/10/2023;23;36;44;17;14;8;2;-14-17-23-36-44-;-2-8-;0;0;0;0;2;272715,70;1;10;12747,60;11;58;684,50;157;719;101,70;525;2739;28,20;321;1611;33,70;6324;30195;8,90;6475;31605;9,50;13850;66346;8,50;27941;132533;5,10;87308;421101;5,10;182299;891791;3,80;0;0;5;399,00;84;12,80;238;4,60;2817;,90;2998;2,40;12544;2,70;20221;7,90;40047;2,20;321238;2,40;EP 606 9951;;
23052;VENDREDI;30/06/2023;3;28/09/2023;29;25;6;36;1;10;7;-1-6-25-29-36-;-7-10-;0;0;0;0;3;225928,10;2;6;26401,50;10;31;1591,60;126;646;140,60;360;1428;67,20;301;1474;45,80;4895;21588;15,60;6633;31013;12,10;14684;70921;9,80;26706;116296;7,30;102432;470703;5,60;222753;1064851;4,00;0;0;6;410,90;62;22,00;170;8,00;2424;1,30;3057;2,90;12795;3,30;21783;9,00;47527;2,30;416642;2,30;DF 321 7979;;
23051;MARDI;27/06/2023;2;25/09/2023;27;22;44;17;23;7;1;-17-22-23-27-44-;-1-7-;0;0;0;1;2;244467,60;1;6;19045,30;7;33;1078,50;170;763;85,90;380;1602;43,20;411;1648;29,50;5309;22649;10,70;6928;31074;8,70;14783;68314;7,40;24861;103274;5,90;91360;417505;4,60;185265;882869;3,50;0;0;6;301,20;67;14,90;152;6,50;2366;1,00;3023;2,20;11026;2,80;16028;9,00;40672;2,00;288500;2,50;VU 548 9313;;
23050;VENDREDI;23/06/2023;1;21/09/2023;11;3;33;46;1;10;11;-1-3-11-33-46-;-10-11-;0;0;0;0;2;318086,90;1;1;148684,30;4;23;2013,50;125;622;137,10;218;1242;72,60;381;1683;37,60;3443;17629;17,90;5906;28315;12,40;16964;76547;8,50;17967;91328;8,70;84867;400175;6,20;244664;1100172;3,60;0;0;3;801,80;72;18,50;122;10,80;1762;1,80;2929;3,00;9317;4,40;14404;13,30;41606;2,60;344057;2,70;NT 848 3077;;
23049;MARDI;20/06/2023;5;18/09/2023;35;28;11;32;17;6;5;-11-17-28-32-35-;-5-6-;0;1;64343648,00;2;5;111169,00;0;3;43303,30;8;28;1445,10;176;808;92,20;271;1427;55,20;342;1595;34,70;3971;19914;13,90;6738;32401;9,50;13408;64230;8,90;20330;101300;6,80;95287;445356;4,90;187634;892025;3,90;2;568,00;3;302,90;72;15,50;130;8,60;1677;1,60;2990;2,50;8979;3,90;14225;11,50;41840;2,20;343298;2,30;QQ 390 9739;;
23048;VENDREDI;16/06/2023;4;14/09/2023;34;7;41;26;44;9;11;-7-26-34-41-44-;-9-11-;0;0;0;0;2;357495,20;0;0;0;7;30;7305,10;128;725;132,20;281;1422;71,20;348;1660;42,90;3954;20597;17,20;6485;32355;12,20;15262;73053;10,10;21781;112220;7,90;96833;474646;5,90;232780;1090118;4,10;0;0;6;449,00;59;25,30;129;11,40;1873;1,90;3039;3,20;10438;4,40;17743;12,10;45415;2,60;422301;2,50;WK 325 7642;;
23047;MARDI;13/06/2023;3;11/09/2023;15;16;21;50;41;5;6;-15-16-21-41-50-;-5-6-;0;0;0;1;2;260975,40;1;4;30497,10;5;24;1583,10;87;431;162,30;224;1137;65,00;185;1003;51,80;3361;17324;15,00;4466;23096;12,50;9405;47792;11,20;19514;94572;6,90;76278;370621;5,50;154840;754062;4,30;0;0;2;1007,30;43;25,40;93;12,00;1573;1,70;2078;3,50;8609;4,00;15493;10,40;34597;2,60;354390;2,20;KC 639 8760;;
23046;VENDREDI;09/06/2023;2;07/09/2023;18;26;36;50;41;11;12;-18-26-36-41-50-;-11-12-;0;0;0;0;0;0;1;6;139523,40;5;27;1829,40;89;491;185,30;195;1106;86,90;244;1246;54,20;3298;16897;20,00;4697;24280;15,50;12531;61820;11,30;17569;90562;9,30;73935;368537;7,20;206946;984666;4,30;0;0;1;2649,60;55;26,70;107;13,50;1727;2,10;2397;4,00;9061;5,00;14886;14,20;36908;3,20;378124;2,70;RA 701 3921;;
23045;MARDI;06/06/2023;1;04/09/2023;21;13;39;32;50;10;2;-13-21-32-39-50-;-2-10-;0;0;0;0;2;248559,50;3;10;11618,40;2;13;2783,70;96;483;138,00;214;1069;65,90;208;1277;38,70;3209;15267;16,20;4241;21545;12,80;10318;53210;9,60;18391;81443;7,60;65948;323130;6,00;158557;788725;4,00;0;0;2;970,90;46;22,90;105;10,20;1543;1,70;2085;3,40;8978;3,70;15883;9,80;31769;2,70;314048;2,40;RL 043 9910;;
23044;VENDREDI;02/06/2023;8;31/08/2023;25;3;15;43;12;10;11;-3-12-15-25-43-;-10-11-;0;1;130000000,00;1;7;172851,10;4;19;14883,50;10;43;2048,40;375;1432;113,30;534;2355;72,80;1064;4021;29,90;7365;33967;17,70;14267;58189;11,50;41077;163451;7,60;38103;176285;8,50;191350;805125;5,90;539981;2190204;3,50;0;0;3;1633,90;142;18,90;264;10,10;3546;1,80;6445;2,70;18236;4,60;29932;13,00;88493;2,50;712442;2,70;NG 971 7608;;
23043;MARDI;30/05/2023;7;28/08/2023;27;47;33;29;32;8;2;-27-29-32-33-47-;-2-8-;0;0;0;2;5;117606,70;0;5;27486,60;7;25;1712,20;102;504;156,40;248;1423;58,50;204;1059;55,30;4618;23583;12,40;4641;24707;13,20;10460;55123;11,00;28909;137171;5,30;76638;390205;5,90;170177;869044;4,30;1;1162,80;4;232,50;52;22,30;117;9,80;2029;1,40;2071;3,70;12635;2,80;22682;7,40;33987;2,70;351438;2,30;KW 464 0380;;
23042;VENDREDI;26/05/2023;6;24/08/2023;38;25;15;37;41;1;7;-15-25-37-38-41-;-1-7-;0;0;0;0;4;190665,00;0;3;59415,40;6;31;1790,90;111;733;139,50;297;1525;70,80;270;1524;49,80;5182;24475;15,50;6398;33279;12,70;13016;72955;10,80;32656;142592;6,70;98254;499263;6,00;208254;1098037;4,40;0;0;3;901,30;58;25,40;158;9,20;2313;1,60;2924;3,30;14264;3,20;26948;8,00;44194;2,70;483705;2,20;KT 917 3074;;
23041;MARDI;23/05/2023;5;21/08/2023;34;5;14;6;23;11;2;-5-6-14-23-34-;-2-11-;0;0;0;0;3;187039,00;2;7;18734,60;9;38;1074,90;136;710;105,90;269;1377;57,70;405;1826;30,60;4100;19268;14,50;6649;30860;10,10;16528;74395;7,80;20482;98805;7,10;88535;417707;5,30;216974;992176;3,50;0;0;4;506,60;61;18,40;133;8,40;1922;1,40;2966;2,50;9587;3,60;15064;10,70;40059;2,20;301298;2,60;BQ 269 5299;;
23040;VENDREDI;19/05/2023;4;17/08/2023;41;27;34;49;18;3;9;-18-27-34-41-49-;-3-9-;0;0;0;1;3;239206,30;3;10;16771,90;12;44;1187,20;185;854;112,60;490;2169;46,90;380;1724;41,40;6448;30151;11,80;7236;34696;11,40;14818;70468;10,50;35099;164870;5,40;100229;491058;5,70;208853;1016739;4,40;0;0;4;645,60;81;17,40;210;6,80;2854;1,20;3199;2,90;15294;2,90;28001;7,40;45189;2,50;452667;2,20;KL 890 9887;;
23039;MARDI;16/05/2023;3;14/08/2023;14;6;9;4;37;4;11;-4-6-9-14-37-;-4-11-;0;0;0;0;1;539367,90;0;7;18008,40;3;24;1636,00;162;619;116,80;276;1249;61,20;347;1378;38,90;3728;17659;15,20;6871;28842;10,30;15689;65918;8,40;18383;90548;7,40;87718;392797;5,40;211872;921483;3,70;0;0;3;680,40;80;14,10;139;8,10;1783;1,50;3167;2,30;8795;4,00;13263;12,30;40352;2,20;296464;2,70;LB 512 4777;;
23038;VENDREDI;12/05/2023;2;10/08/2023;9;44;13;39;10;6;4;-9-10-13-39-44-;-4-6-;0;0;0;2;3;234925,90;2;8;20589,70;9;36;1425,10;148;676;139,80;480;1824;54,70;319;1446;48,50;7995;30108;11,60;7871;34193;11,40;17502;76574;9,50;41166;158399;5,50;123693;530715;5,20;273957;1183027;3,70;1;1519,90;5;243,10;64;23,30;208;7,20;3439;1,00;3533;2,80;17735;2,60;25287;8,60;55647;2,20;421268;2,50;RI 034 8136;;
